skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
1798608,3728732,1802150,60374650,9673006,14,68404,12750976,150052,4767490,11790408,0,34538,195482
14389704,3709916,1853712,100731484,9714684,0,64428,12738950,148918,4703510,11832954,0,34160,192906
12158776,2979046,3608696,117309402,5750248,14,89180,12877480,156674,9458190,11805080,0,34132,191282
1797166,4344018,1513596,83072374,9650116,140,774844,12743892,148442,4531142,11650478,0,34020,192752
1807736,3740954,2003974,63207928,9645272,168,449652,12752754,149674,4560290,11764438,0,34160,190596
9700894,3610320,1768186,75416460,9653322,168,44296,12734036,149478,4493216,12036444,0,33978,192430
14462070,3715306,1861076,139210274,9655968,168,65240,12757234,149814,4611628,11882626,0,33810,194376
5749170,4384198,1613682,116455640,9588796,140,65114,12743752,149534,4550210,11826136,0,33880,194096
643412,4295396,1781724,115014158,9631370,154,64106,12764164,150346,4590180,11799690,0,33558,191534
1800148,1659266,1903146,64288084,9403912,154,63896,12513998,147812,4532458,11604866,0,32998,191534
1776740,3546984,1690262,138022038,9475690,154,423472,12508538,148050,4510730,11717720,0,33082,190848
1781388,3696756,1340724,137509932,9408700,182,498372,12496064,148442,4496744,12026154,0,32214,192024
1781836,3706654,8389192,17738140,9467234,154,63994,12573876,148330,8599318,12675880,0,32256,191464
14233758,3708838,1814960,89436060,9472904,140,386414,12587708,148232,4643100,11922960,0,32284,192584
4830000,4399612,2091124,91587650,9367274,168,569926,12595646,147560,6029030,20885410,0,32116,193872
2732660,3683764,1964522,106987916,9457994,140,140266,12591712,147966,4674628,11720758,0,32298,194558
6395242,4079572,1914724,89504464,9403954,364,37030,12576116,147126,4646824,12253066,0,32228,194922
13447266,3685514,1551172,137631900,9365902,168,684516,12586896,148176,4575312,11432764,0,32312,194152
1595412,4383078,1940820,29718150,9421132,0,191436,12578468,148624,4672808,11404008,0,32396,193718
4811548,3724658,1985130,104997942,9453500,0,328104,12579154,147070,4746434,11199496,0,32368,194614
14243992,2405816,1978872,92530564,9399292,0,66724,12602464,146608,4597208,11186154,0,32522,194320
1799070,4258408,1515332,137740414,9429616,0,575078,12579938,146356,4495344,11203822,0,32536,193732
9868040,3790374,1950396,32000948,8170778,0,257390,12486446,147812,4634602,17563042,0,32004,194040
2251676,3885350,1856904,55925996,9532628,0,198590,12502336,146174,4608156,11330270,0,32242,194936
14135786,3590706,1369998,138331228,4742738,0,110488,12496302,146860,4594534,11485180,0,32368,193256
1782816,4145974,1864730,63960176,9489060,0,448924,12499662,147126,4565022,11147654,0,32746,192836
10087238,3894534,1694644,79522478,9520938,0,571410,12487902,147336,4485166,11008088,14,32620,192570
1764924,3792404,1819678,94323754,9467458,0,33936,12478074,147140,4568872,11113410,0,32732,192556
14142338,3547054,1851248,132080298,9832186,140,375480,12490436,147574,5311796,11432918,14,34692,205352
3462046,4269006,2432556,86531704,10184832,140,720048,13444438,157528,5308310,12186692,0,34818,205940
1486870,4243554,2203544,64704598,10189816,140,68922,13418104,158116,5242580,11935490,14,34888,207130
15110018,1657096,2340436,96283992,10179806,140,382060,13440322,157962,5293526,11981074,0,34790,205548
3899252,4205908,1901494,128201374,10042242,140,259364,13413666,157710,5191522,12015052,14,34412,206472
2706522,2793406,2280334,107114210,10119046,140,812910,13326572,158186,5333104,12071780,0,34552,205856
1860838,3914806,2334906,79685956,10102316,112,416612,13416984,158536,5314638,13148240,14,34734,205114
14692622,4491704,1728090,142343250,10112186,140,826168,13565440,158536,5221566,12339208,14,34706,205548
4097800,4559884,2055578,142098152,10043642,140,815724,13540548,158018,5302808,11697210,14,34846,207382
15273482,3908394,2388316,30458708,10082114,140,154406,13560708,158634,5416642,11690014,14,34888,208138
15264088,4472552,2158730,144221042,10079846,140,532532,13560330,157724,5281038,12007030,0,34902,208712
12377554,4618796,2059358,143717308,10020038,140,840504,13544734,158648,5071346,11756010,0,34748,208698
1874404,4621288,2374792,30893702,10035284,140,833854,13548990,158648,5240760,11732784,0,34916,209188
15209558,3855530,1876826,128921702,10080840,0,329546,13549508,158956,4537694,11737852,0,35378,208068
15244320,4287836,1804432,144210402,10013752,0,365190,13557166,157416,4480294,11685758,0,35280,208838
15338582,3061856,3545416,133982688,9982280,0,832006,13558510,155610,9893254,12025314,0,35252,207690
1869322,4545254,1849484,45069444,10104654,0,444710,13538644,157626,4578756,11900084,0,35196,208642
14300384,3888206,1812496,99710842,10161802,0,227892,13411636,155918,4592840,11595136,0,35238,209160
15116906,4117820,1864142,143938970,10089940,0,840112,13445054,156422,4542454,11720646,0,35238,209216
1849470,4517324,1323616,143546004,10106964,0,833700,13447574,156520,4597152,12032174,0,35336,208936
13325760,3891846,1707370,70945826,1883266,0,191030,13430536,157038,4589578,12045866,0,6608,38822
3009636,888104,1658412,25432862,1885870,0,15260,2469782,30408,4548012,5432420,0,6510,38514
3012352,1098706,1282666,46209674,1883098,0,274848,2468928,28854,4563650,5388348,0,6580,38668
988386,1086358,1706124,27207264,1885996,0,272454,2468928,30100,4625026,5536986,0,6538,38304
2268490,986034,1588538,19949972,1880830,140,241206,2469446,29806,4515420,5706442,0,7000,38612
3003000,823648,9088492,30521932,1883406,140,12740,2466534,29302,10533656,10024504,0,7000,38262
2998338,1109528,1260210,46086698,1886640,168,274288,2466940,29540,4504794,5789630,0,7098,38766
2977240,1062922,4652256,39603172,1882146,140,272216,2466030,29904,4821908,24069234,0,6594,38766
329742,1119062,1595356,37498846,1889076,140,172410,2465988,30716,4668454,5452832,0,6524,38570
205352,825104,1766324,19446238,1884792,140,276990,2468690,29946,4619804,5330332,0,6538,39270
411278,214186,1676374,34836914,1888488,196,177856,2466716,30044,4658388,5432658,0,6566,38724
2506168,825426,1428490,45733380,1879374,168,12992,2470790,29316,4535132,5330990,0,6636,39018
2995748,814968,1467382,8500842,1891190,140,159544,2464476,29666,4636464,5329646,0,6580,38696
1848854,1102136,1413762,10922590,1885198,140,274554,2467752,28826,4647510,5370806,0,6608,38696
414554,1087492,1438808,19067776,1880760,168,86142,2471084,28784,4674670,5306014,0,6510,38374
3011596,856254,1611386,21089600,1886388,140,32746,2468578,29400,4513586,6772220,0,6426,38640
2998436,879368,1672566,28242858,1886752,308,122780,2472372,29120,4571952,5334630,0,6552,38528
1006992,1101184,1323700,45148628,1886094,196,12880,2465246,29722,4445868,5469002,0,6580,38822
1123584,1093862,1429218,16775038,1894256,140,119602,2460514,29246,4720030,5726266,0,6566,38374
410214,820442,1734656,17032302,1890588,168,79940,2467234,29904,4651710,5768140,0,6594,39060
411544,807156,1742888,109108160,8322468,140,63798,2462950,29554,4721724,11547298,0,32368,192192
14262290,3648246,1466822,134780212,9435188,140,64050,12543748,146930,4641728,11651066,0,32578,192962
2648954,3994004,1416716,106573096,9364572,84,495684,12545414,147672,4743536,11934804,0,32592,192738
1808716,4146800,1394820,39411204,9395246,0,192528,12538736,146034,4746448,12697244,0,32690,190526
1833790,3638684,1886220,29193724,9369108,0,291284,12536454,146230,4767630,12813248,0,32578,192794
1804978,3624054,1849064,87399760,9376346,0,66472,12537308,145796,4770738,12074776,0,32886,193732
13131314,3674538,1416338,132054888,9429896,0,807590,12475008,147420,4611544,12003320,0,32620,193802
4012554,3777732,2315040,82982788,9477958,0,274834,12459244,145082,4909912,12463906,0,32676,192528
3105900,3746778,9649304,89887840,9440494,0,651112,12496162,146174,734440,12157964,0,32522,192710
1352988,3962000,1669248,101172162,9443952,0,802032,12492088,145894,5218514,12092780,0,32690,192626
1822002,3657962,1877750,41679260,9459282,0,24836,12479012,146510,5008164,11826822,0,32494,191254
1743420,3752546,2021334,13024760,9431660,0,49406,12446798,147140,5055246,11744782,0,32676,192780
4764872,3646062,1919386,9418542,9439010,168,63910,12483744,146342,4931934,11870320,0,32340,192066
2278164,3646804,2170112,29441384,8127518,252,64022,12479740,146958,5041442,12273226,0,32508,191842
1800078,976430,2179128,101937612,2422756,140,45682,12486418,147224,5174386,12561920,0,32564,190764
1788248,3560452,2825144,129143252,9419564,140,63742,12464536,146972,5175590,11967634,0,32396,191156
1160278,3065720,1660736,108969028,9366700,140,202874,12408970,146034,7044380,12440414,0,32438,192290
1770566,3669596,2771202,97925198,9379370,140,640710,12464494,147042,6772388,12970566,0,32452,192220
1806952,3678402,2978654,59694740,9398802,280,43400,12486362,147462,6771464,12349624,0,32620,190876
1822856,3704344,3392536,78503250,9395134,140,38038,12477290,148344,6660752,12279400,0,32466,192696
2214898,4139856,3242106,9242940,3789492,140,41902,12485928,148022,6924932,7961772,0,13090,78498
1662164,1981518,3351768,4813004,3796282,196,91406,4997062,59290,6631758,7858494,0,13104,76776
1862336,1680980,3609760,5686716,3801840,140,26376,4993856,58996,6162590,8439676,0,13090,77322
817614,1592444,3408594,27424684,2666006,140,10654,5001388,59808,6502244,8042566,0,13118,77560
5298650,1616860,3024756,64653036,0,140,25760,5005364,60270,6377000,7613592,0,12964,77042
3240650,1613332,2808890,68420968,1453284,280,192388,4999652,58366,6650658,7633402,0,13118,78176
1333066,1584618,5831448,34996864,3503206,140,511756,4994696,60564,7966462,7689150,0,13076,79310
794024,1640226,2742740,71879612,3792978,140,164206,4998196,59710,6618402,7627298,0,13202,78638
850724,2126740,2961252,75705112,3797640,140,372442,4996600,57960,5424328,8774346,0,13188,77938
3740184,1626002,1895152,69618990,3792810,84,25872,4993506,58366,4787328,7566020,0,13132,77994
5485172,2128350,1751386,5594414,3795442,0,336994,5004916,58968,4590180,7693672,0,13146,78092
828422,2114770,1692586,78528506,3793818,0,113274,5001444,58100,4626244,7643174,0,13118,78120
824740,1640632,1790460,36099266,3787686,0,117684,4996782,58520,4563678,7397628,0,13188,77434
6005538,1599738,1682464,52264814,3794000,0,510090,5007380,58758,4645732,7495446,0,13174,77812
1978914,1974966,1688358,77980168,3798438,0,205604,5000198,58856,5259926,6901202,0,13104,78666
2409064,2107532,1906282,5540472,3794294,0,227234,5002172,58016,5305818,7093282,0,13062,77952
6028190,1614214,8128876,9468116,3390898,0,508074,5001122,59108,13267898,10193204,0,13692,78050
823858,1826832,3117856,60853450,3792698,0,364672,4996446,57932,6131552,7088410,0,13622,77434
6002892,1771140,2657312,81230114,3790738,0,25760,5002718,60606,5994870,7072436,0,13622,77350
5995640,1869056,3006598,67827998,3791564,0,184940,5003222,59276,6028862,7074130,0,13286,78050
4428564,2107658,2300676,59807734,8638196,14,58492,4998868,58226,6134492,11814852,0,29890,175756
1674148,4033624,3023972,23221744,8706320,154,207410,11447870,132944,6085142,12296816,0,29708,175826
1717842,3644382,2827958,70041664,8647492,154,776244,11454324,134190,5886636,12019000,0,29876,175280
1704696,3390142,2826152,127231146,8641654,154,777812,11410014,133952,5920754,11618796,0,29624,175434
12092430,3381392,2698388,126057232,8664586,154,774942,11390162,134330,5961844,11324026,0,29988,175812
13062182,3590510,2401700,126418978,8593676,140,374598,11407942,134862,5953626,11474372,0,29736,176232
13052438,4097590,2220456,42693602,8812286,140,58520,11417322,134582,5935216,11953676,0,29582,175728
13019986,4102602,3018526,9504768,8719536,140,775614,11423090,135016,6146322,11623430,0,29694,174706
3001908,4112206,3101868,44025618,8626898,140,598276,11487980,134610,5950266,11686444,0,29918,176316
12945170,3989762,10651774,23964794,7843780,140,300748,11474064,134764,5588842,10552976,0,29750,176036
13148898,3532172,2934568,126126532,8605674,140,58688,11509092,135128,5680514,11854486,0,29764,176918
13143158,4117890,2472386,126879676,8586256,154,669256,11502288,135198,5927992,11606994,0,29750,176176
7777644,4090772,2759876,125148366,8594950,140,785806,11496296,134092,5725986,11820844,0,29540,176960
1674876,4093586,2795142,59901856,8585850,140,207872,11487490,134624,5731698,11664296,0,29778,175406
13141982,3385032,2773302,102196486,8675142,84,133490,11490094,133308,5280254,12143824,0,29946,176344
12649630,3594388,2732870,131053440,8582182,0,786660,11496128,133462,5588212,11155620,0,30030,175420
506100,4032882,2491580,131829306,8605632,0,426986,11488456,133196,5674354,10862642,0,30520,168182
5060160,3352762,2471322,121899624,8662738,0,779058,11383386,132804,5656476,10943758,0,29834,175826
13061412,1725976,2817388,60805262,8666252,0,157724,11395930,132622,5706288,10980046,0,29918,174006
13042120,3808126,1961974,118436262,8710142,0,273658,11404568,133532,5537910,11500244,0,29960,174734
13064380,4870530,1624896,75068392,11289572,0,845978,11407256,171864,4649764,13071394,0,38822,226674
2034606,4854906,1815044,35478086,11343290,140,849772,14947660,171514,4632320,12410720,0,38668,227150
12198312,4455192,1733102,84100296,11280304,140,844424,14947100,170842,4595500,12596738,0,38556,227962
16727718,4181436,1814680,153457878,11287458,140,76300,14978628,171696,4633370,12655762,0,38752,229152
16753268,4843972,1641472,152799682,11329374,308,656922,14980490,170338,4710188,12833730,0,38724,228368
11157538,4881268,1568574,152825638,11229204,140,76258,14975604,171948,4644388,12957378,0,38696,229012
2039646,4902492,1727404,69972966,11212362,140,302316,14952686,171948,4526914,12366018,0,38570,228816
8032892,3258262,6053684,109724538,10433430,140,169596,14997668,176078,5537896,16817976,0,38514,228970
7511280,4379718,1743798,150127684,11179420,140,855890,15096130,171164,4632278,12608148,0,38668,227948
3397548,4838330,1442140,149186030,11336038,140,537684,15101268,171318,4534978,12861814,0,38430,227612
16553544,4163446,12776204,37744784,11403840,140,59304,15096606,171934,4887876,13092646,0,38836,230580
2007026,4263014,1768914,10596166,10930906,140,661570,15093274,172844,4726050,12890374,0,38738,230048
112,3781498,1806364,135738638,11197368,140,318290,15088906,175770,4674586,13055826,0,38878,230804
808696,4240908,1891904,12959310,11221616,0,76370,15095374,173418,4846744,13140078,0,39102,230034
2059344,2604168,2092006,60654636,11170068,0,212030,15092728,169876,5021758,13346340,0,38892,230356
2137324,1957648,1217902,98309638,7701764,0,454860,15090026,171290,4672444,12916540,0,38920,230538
2120902,4210150,1766142,48393296,8668646,0,76762,15081920,171052,4827074,12936182,0,38878,231098
13539568,4251842,1416114,54927642,11797772,0,80402,15104558,172858,4845442,13626984,0,38864,231014
2257836,4256588,1512294,94140354,11294920,0,76202,15019508,172368,4883508,13381172,0,38710,230944
2059288,4235994,1310498,49652750,11354714,0,77938,15023050,171892,4681516,12873602,0,39004,231336
609490,804776,1663200,3701908,1834728,0,12320,3913392,29232,4810134,5403580,0,6356,37170
968576,874118,1723820,3881878,1836114,84,12670,2400846,28952,4671716,5401802,0,6342,38024
801906,792498,1744666,44131836,1834910,0,188762,2404066,29064,4692534,5240466,0,6384,38080
399364,800226,1777818,26376392,1835302,0,14784,2398858,28322,4755072,5064402,0,6384,37772
405034,808724,1703674,44060170,1832754,0,12614,2404864,28854,4655140,5062302,0,6440,37870
2894416,787920,1880088,5457452,1839376,0,12614,2400090,29764,4685366,5227992,0,6286,37842
397138,946078,1815632,14319032,1828708,0,88900,2400538,28854,4656526,5238674,0,6356,37856
403340,841050,1184918,25462514,909538,308,16576,2403296,28574,4557658,5248334,0,6384,39858
397656,808990,1755166,16862034,1834588,168,15624,2399264,29512,4663960,5150166,0,6328,37646
2270450,789810,1533574,14766290,1833482,168,260470,2401644,28770,4574108,5348490,0,6412,37828
521486,1066156,1511216,44879198,1835218,140,209944,2402064,29190,4458706,5561878,0,6412,37366
2860326,1005746,15593830,55775552,1834700,5488,12530,2401784,29330,2384382,7303576,0,6790,37464
1149750,480312,1296344,7969402,1834518,168,12446,2402442,29764,4691470,5478466,0,6846,37366
1187088,793786,1326388,42914130,1116794,140,15414,2403604,29736,4772782,5504940,0,6776,37198
2258858,895804,1520078,22019368,1838298,588,115724,2401490,29610,4584846,5438552,0,6804,37114
2152822,822640,1485582,4002474,1836310,168,256536,2402652,29064,4757802,6000498,0,6356,37842
399056,1076082,1926988,5418672,1836086,140,12362,2401504,28952,4687942,6017200,0,6314,37114
1309826,893424,1825992,5614280,1836646,224,12726,2399824,29148,5017110,5422774,0,6356,38164
780808,808444,1970500,14787150,1833538,140,12446,2404346,29106,4918116,5459328,0,6384,37562
398804,801850,1355074,44590266,1830934,140,35770,2402106,28770,4677442,5378100,0,6356,48566
6911912,2114826,1790292,79573914,8489880,420,156114,11282390,132958,4711350,10687222,0,29456,174804
1680826,3378438,1321614,43172752,8521828,140,58184,11286814,133518,4477746,10364466,0,29484,175378
90678,4009726,1475152,121697548,8520260,0,58296,11316228,133196,4638606,10504466,0,29554,175224
2626890,3643388,1696296,50697388,8516018,0,58450,11299274,133014,4659984,10680838,0,29498,176456
2246846,3360434,1873298,8441342,8562232,0,58338,11300842,132426,4656596,10629430,0,29624,175952
